Campaign,Ad_ID,Date,Age_Group,Gender,Interest1,Interest2,Interest3,Impressions,Clicks,Engagement,Total_Spent,CTR(%),CPC,ROI(%)
Campaign B,Ad-6,2025-02-18,55+,F,4230,2979,1044,11870,708,1200,2560.82,5.96,3.62,128.31
Campaign B,Ad-7,2025-02-18,40-44,F,3379,2057,3922,3098,1095,505,733.69,35.35,0.67,85.0
Campaign B,Ad-8,2025-02-18,35-39,F,4306,3657,4738,12374,570,1380,472.44,4.61,0.83,199.39
Campaign B,Ad-9,2025-02-18,18-24,M,1579,2228,2414,19267,329,1076,3471.46,1.71,10.55,86.38
Campaign B,Ad-10,2025-02-18,18-24,M,3536,2075,1546,19524,1229,1307,4056.56,6.29,3.3,140.77
Campaign C,Ad-1,2025-02-18,35-39,M,3768,2575,3216,10055,1320,2463,2296.38,13.13,1.74,176.66
Campaign C,Ad-2,2025-02-18,55+,M,3007,1537,4315,14713,366,2274,4778.59,2.49,13.06,113.37
Campaign C,Ad-3,2025-02-18,35-39,F,3900,2243,1967,8431,1419,2301,758.62,16.83,0.53,140.74
Campaign C,Ad-4,2025-02-18,35-39,F,4107,4370,4018,14617,537,1229,2471.28,3.67,4.6,131.12
Campaign C,Ad-5,2025-02-18,55+,M,1678,2855,1434,18148,1394,3126,2561.71,7.68,1.84,179.08
Campaign C,Ad-6,2025-02-18,18-24,M,1089,3396,4747,5087,328,2800,2004.51,6.45,6.11,185.74
Campaign C,Ad-7,2025-02-18,55+,M,3934,3019,2734,11847,908,4389,4507.66,7.66,4.96,126.04
Campaign C,Ad-8,2025-02-18,25-34,M,4079,1494,1032,4921,1149,1270,4494.85,23.35,3.91,119.79
Campaign C,Ad-9,2025-02-18,55+,F,1328,3617,1491,18575,1192,566,3939.92,6.42,3.31,82.23
Campaign C,Ad-10,2025-02-18,35-39,F,4957,2872,4678,10922,603,4658,2678.86,5.52,4.44,173.79
Campaign D,Ad-1,2025-02-18,55+,F,1556,3292,3066,15117,497,4161,3265.67,3.29,6.57,125.06
Campaign D,Ad-2,2025-02-18,45-54,M,2006,1582,3720,14288,131,2359,1680.87,0.92,12.83,93.25
Campaign D,Ad-3,2025-02-18,45-54,M,2313,1112,4575,8338,718,230,697.9,8.61,0.97,100.3
Campaign D,Ad-4,2025-02-18,18-24,F,1666,1577,4650,9842,1415,708,2917.59,14.38,2.06,155.58
Campaign D,Ad-5,2025-02-18,45-54,M,2603,1373,4422,13221,964,3079,2842.61,7.29,2.95,87.78
Campaign D,Ad-6,2025-02-18,35-39,F,2047,1492,3342,13022,860,3986,367.67,6.6,0.43,120.72
Campaign D,Ad-7,2025-02-18,35-39,F,4243,4363,1797,7652,533,1648,4982.29,6.97,9.35,121.03
Campaign D,Ad-8,2025-02-18,18-24,F,2515,4219,3345,12707,767,3252,3662.47,6.04,4.78,185.98
Campaign D,Ad-9,2025-02-18,35-39,M,1398,4892,4253,6108,139,2035,2131.73,2.28,15.34,191.09
Campaign D,Ad-10,2025-02-18,35-39,F,4882,1968,1376,12487,765,3744,1438.89,6.13,1.88,118.24
Campaign E,Ad-1,2025-02-18,18-24,F,1956,2505,2508,4416,863,3281,1902.77,19.54,2.2,199.03
Campaign E,Ad-2,2025-02-18,40-44,F,1341,1038,3348,16429,195,2736,572.09,1.19,2.93,105.88
Campaign E,Ad-3,2025-02-18,40-44,M,4653,3208,2187,16231,1333,4755,1228.3,8.21,0.92,196.87
Campaign E,Ad-4,2025-02-18,55+,M,4943,1024,3229,13400,654,3694,3754.42,4.88,5.74,155.91
Campaign E,Ad-5,2025-02-18,25-34,M,2102,1209,2852,8741,905,919,3291.19,10.35,3.64,168.25
Campaign E,Ad-6,2025-02-18,35-39,M,3708,1021,4205,3095,1264,418,3235.06,40.84,2.56,173.87
Campaign E,Ad-7,2025-02-18,40-44,M,2286,1488,2405,18366,1080,4015,4712.44,5.88,4.36,197.78
Campaign E,Ad-8,2025-02-18,45-54,M,2718,4509,3486,7763,446,2894,4430.11,5.75,9.93,187.42
Campaign E,Ad-9,2025-02-18,55+,M,3872,3458,2731,4867,900,4570,3533.42,18.49,3.93,122.23
Campaign E,Ad-10,2025-02-18,55+,F,1032,4076,3642,10455,1435,372,3121.26,13.73,2.18,85.42
Campaign A,Ad-1,2025-02-19,45-54,F,1101,4603,4104,16469,844,2260,3794.74,5.12,4.5,117.19
Campaign A,Ad-2,2025-02-19,40-44,F,2092,1957,2734,11643,1208,3050,4247.93,10.38,3.52,195.88
Campaign A,Ad-3,2025-02-19,55+,F,2318,4247,4593,16937,1132,1019,1808.3,6.68,1.6,141.07
Campaign A,Ad-4,2025-02-19,45-54,F,3003,3070,2968,15205,1329,3032,1758.51,8.74,1.32,131.64
Campaign A,Ad-5,2025-02-19,55+,F,2840,1832,3724,15496,954,4000,3346.64,6.16,3.51,86.08
Campaign A,Ad-6,2025-02-19,40-44,F,1015,4188,1730,15577,845,564,3106.63,5.42,3.68,199.08
Campaign A,Ad-7,2025-02-19,25-34,M,4485,2370,1371,15541,1445,983,4417.89,9.3,3.06,90.48
Campaign A,Ad-8,2025-02-19,35-39,M,1684,4090,1464,14427,881,3334,4714.74,6.11,5.35,109.56
Campaign A,Ad-9,2025-02-19,35-39,M,1769,4570,1970,10078,612,2054,1170.85,6.07,1.91,129.49
Campaign A,Ad-10,2025-02-19,18-24,F,1084,3682,3689,5133,681,1286,4401.57,13.27,6.46,106.01
Campaign B,Ad-1,2025-02-19,35-39,M,1710,3980,4191,8519,701,2746,2349.67,8.23,3.35,120.54
Campaign B,Ad-2,2025-02-19,45-54,M,3644,3837,2200,11127,1452,2174,3466.25,13.05,2.39,180.69
Campaign B,Ad-3,2025-02-19,55+,M,3234,1376,3274,13756,1113,4657,3305.56,8.09,2.97,181.43
Campaign B,Ad-4,2025-02-19,45-54,M,1904,3670,4922,11332,541,2795,4395.07,4.77,8.12,173.19
Campaign B,Ad-5,2025-02-19,40-44,F,2399,2378,1491,8313,469,3950,983.83,5.64,2.1,93.5
Campaign B,Ad-6,2025-02-19,25-34,F,3026,4530,4872,5822,981,1977,629.34,16.85,0.64,93.32
Campaign B,Ad-7,2025-02-19,55+,F,2617,2090,3763,13619,290,2275,2243.86,2.13,7.74,109.09
Campaign B,Ad-8,2025-02-19,35-39,M,3880,2035,2011,12376,1363,2740,1967.23,11.01,1.44,104.35
Campaign B,Ad-9,2025-02-19,25-34,F,2533,3292,2337,12204,943,2613,2265.7,7.73,2.4,162.41
Campaign B,Ad-10,2025-02-19,18-24,M,1649,2303,3541,3401,1173,4518,507.38,34.49,0.43,167.99
Campaign C,Ad-1,2025-02-19,25-34,F,1786,2678,2309,13652,195,720,4103.61,1.43,21.04,148.94
Campaign C,Ad-2,2025-02-19,25-34,F,4528,4086,4387,16263,173,911,2049.25,1.06,11.85,147.42
Campaign C,Ad-3,2025-02-19,55+,M,1225,1500,2072,8935,1064,4773,335.65,11.91,0.32,119.25
Campaign C,Ad-4,2025-02-19,40-44,M,1514,3217,1611,9364,192,4440,1210.73,2.05,6.31,145.64
Campaign C,Ad-5,2025-02-19,35-39,F,1483,4403,3007,15193,742,2489,1605.78,4.88,2.16,113.29
Campaign C,Ad-6,2025-02-19,35-39,F,2460,2296,4666,14294,1070,3269,885.42,7.49,0.83,126.05
Campaign C,Ad-7,2025-02-19,25-34,M,2082,2718,3919,14477,1008,794,3711.02,6.96,3.68,166.75
Campaign C,Ad-8,2025-02-19,35-39,M,4406,1962,2808,10322,795,4081,952.72,7.7,1.2,93.15
Campaign C,Ad-9,2025-02-19,25-34,F,1179,2489,1049,17302,159,2070,2761.73,0.92,17.37,138.01
Campaign C,Ad-10,2025-02-19,55+,F,1956,1498,3699,12312,437,1452,3288.75,3.55,7.53,171.64
Campaign D,Ad-1,2025-02-19,35-39,M,2709,4010,3376,7068,1482,3794,3846.82,20.97,2.6,145.86
Campaign D,Ad-2,2025-02-19,45-54,F,1128,4427,3848,10676,580,1297,2006.86,5.43,3.46,154.63
Campaign D,Ad-3,2025-02-19,35-39,M,2482,2492,2255,9313,613,868,1282.33,6.58,2.09,195.08
Campaign D,Ad-4,2025-02-19,40-44,M,4003,2668,2137,18990,1114,1872,2782.5,5.87,2.5,132.15
Campaign D,Ad-5,2025-02-19,25-34,F,1787,2315,3445,12834,599,672,2711.51,4.67,4.53,81.56
Campaign D,Ad-6,2025-02-19,18-24,F,3571,2550,1969,12271,329,3225,1219.24,2.68,3.71,156.6
Campaign D,Ad-7,2025-02-19,35-39,M,2887,1485,4588,17323,809,3607,3512.35,4.67,4.34,149.04
Campaign D,Ad-8,2025-02-19,45-54,M,3673,3722,4402,7392,1305,3852,3531.57,17.65,2.71,129.26
Campaign D,Ad-9,2025-02-19,35-39,M,1720,3956,1647,9908,701,505,564.59,7.08,0.81,124.04
Campaign D,Ad-10,2025-02-19,40-44,M,4302,2521,3949,5529,1371,3732,4942.51,24.8,3.61,177.77
Campaign E,Ad-1,2025-02-19,40-44,M,3365,1542,4362,13206,794,1852,1207.27,6.01,1.52,92.56
Campaign E,Ad-2,2025-02-19,55+,F,2852,2240,4231,3570,1133,1507,2424.73,31.74,2.14,88.92
Campaign E,Ad-3,2025-02-19,35-39,F,1988,1080,1864,3570,705,2602,334.34,19.75,0.47,171.17
Campaign E,Ad-4,2025-02-19,40-44,F,1748,4980,1596,5732,429,4942,1460.24,7.48,3.4,139.08
Campaign E,Ad-5,2025-02-19,40-44,M,4861,1587,3087,4556,1014,2070,497.99,22.26,0.49,155.9
Campaign E,Ad-6,2025-02-19,18-24,M,1351,3639,2915,4489,1304,1039,2664.24,29.05,2.04,183.03
Campaign E,Ad-7,2025-02-19,40-44,F,3286,4601,2740,16251,1115,4889,3576.84,6.86,3.21,145.68
Campaign E,Ad-8,2025-02-19,40-44,F,1255,3100,1929,16097,941,1760,995.39,5.85,1.06,180.61
Campaign E,Ad-9,2025-02-19,55+,F,3989,4035,4046,15644,509,487,443.91,3.25,0.87,100.09
Campaign E,Ad-10,2025-02-19,35-39,F,1994,2888,2431,14508,658,4095,2077.98,4.54,3.16,101.07
Campaign A,Ad-1,2025-02-20,25-34,F,2083,3784,2379,11587,707,2685,654.74,6.1,0.93,195.08
Campaign A,Ad-2,2025-02-20,25-34,F,1537,1271,3500,4598,1081,483,3977.74,23.51,3.68,166.66
Campaign A,Ad-3,2025-02-20,35-39,F,1591,3337,2574,6915,183,3674,1372.93,2.65,7.5,134.55
Campaign A,Ad-4,2025-02-20,18-24,M,4650,3545,1283,5242,1345,4993,891.98,25.66,0.66,134.56
Campaign A,Ad-5,2025-02-20,25-34,F,2404,2016,3881,5508,208,2842,2519.93,3.78,12.12,112.47
Campaign A,Ad-6,2025-02-20,25-34,M,1415,2675,1544,3767,1215,3045,3651.32,32.25,3.01,162.33
Campaign A,Ad-7,2025-02-20,25-34,M,1499,2849,3774,7734,1273,2794,1214.98,16.46,0.95,159.53
Campaign A,Ad-8,2025-02-20,25-34,F,2376,2574,3750,9718,855,652,718.26,8.8,0.84,183.26
Campaign A,Ad-9,2025-02-20,18-24,F,2682,3455,2700,17560,487,3395,436.32,2.77,0.9,134.31
Campaign A,Ad-10,2025-02-20,45-54,M,1399,4326,4527,18493,1163,2400,1070.07,6.29,0.92,169.28
Campaign B,Ad-1,2025-02-20,18-24,F,3158,2792,2084,6315,841,1116,3495.49,13.32,4.16,168.25
Campaign B,Ad-2,2025-02-20,18-24,M,2836,2386,3809,7781,556,1400,1723.66,7.15,3.1,163.8
Campaign B,Ad-3,2025-02-20,55+,F,1245,3425,3421,12500,810,3182,3265.97,6.48,4.03,141.38
Campaign B,Ad-4,2025-02-20,45-54,F,2965,1639,1468,6295,1207,1625,447.0,19.17,0.37,86.44
Campaign B,Ad-5,2025-02-20,45-54,F,1769,2892,4732,16644,1420,335,1204.3,8.53,0.85,100.88
Campaign B,Ad-6,2025-02-20,25-34,F,4047,4569,2030,5144,1466,1720,1806.08,28.5,1.23,151.09
Campaign B,Ad-7,2025-02-20,55+,M,1552,2608,2271,6235,800,357,1886.69,12.83,2.36,148.57
Campaign B,Ad-8,2025-02-20,25-34,M,1089,2141,3897,5215,1069,4448,2105.46,20.5,1.97,188.04
Campaign B,Ad-9,2025-02-20,40-44,M,4411,3903,3941,12936,1163,1191,3561.89,8.99,3.06,157.13
Campaign B,Ad-10,2025-02-20,18-24,M,1179,2382,1580,3634,1342,3318,2650.47,36.93,1.98,177.91
Campaign C,Ad-1,2025-02-20,45-54,M,3817,4216,3238,16361,612,3372,2426.29,3.74,3.96,170.4
Campaign C,Ad-2,2025-02-20,45-54,M,1014,2702,1844,7028,1198,4225,3223.57,17.05,2.69,188.21
Campaign C,Ad-3,2025-02-20,35-39,F,1743,1885,3831,17309,887,896,1388.45,5.12,1.57,113.96
Campaign C,Ad-4,2025-02-20,55+,F,4456,1068,4636,6017,105,490,2046.76,1.75,19.49,124.79
Campaign C,Ad-5,2025-02-20,35-39,M,1454,4159,4144,8279,214,882,3189.29,2.58,14.9,115.82
Campaign C,Ad-6,2025-02-20,45-54,M,1219,3366,1596,14815,579,1436,1758.67,3.91,3.04,122.5
Campaign C,Ad-7,2025-02-20,55+,F,1956,3858,4276,16192,739,4770,2644.41,4.56,3.58,181.21
Campaign C,Ad-8,2025-02-20,25-34,F,1065,2204,4653,4449,1284,1681,4497.85,28.86,3.5,100.41
Campaign C,Ad-9,2025-02-20,45-54,M,3858,2854,3415,19009,1285,3423,1978.35,6.76,1.54,128.0
Campaign C,Ad-10,2025-02-20,35-39,F,2988,2019,1927,8223,276,3900,4452.31,3.36,16.13,194.89
Campaign D,Ad-1,2025-02-20,55+,F,3173,4468,2370,3742,531,1033,4016.31,14.19,7.56,174.61
Campaign D,Ad-2,2025-02-20,18-24,M,2999,1002,3819,15110,840,3182,3450.35,5.56,4.11,90.6
Campaign D,Ad-3,2025-02-20,25-34,F,2380,1630,3564,5153,637,4023,2396.67,12.36,3.76,115.03
Campaign D,Ad-4,2025-02-20,55+,M,3863,1162,1210,14364,669,1838,3835.64,4.66,5.73,169.63
Campaign D,Ad-5,2025-02-20,55+,M,3887,2348,2768,9973,1472,3454,3110.8,14.76,2.11,136.65
Campaign D,Ad-6,2025-02-20,55+,F,4163,3225,3836,18640,432,860,4930.36,2.32,11.41,190.4
Campaign D,Ad-7,2025-02-20,25-34,M,1016,3563,4703,16681,1140,3689,680.06,6.83,0.6,193.53
Campaign D,Ad-8,2025-02-20,18-24,M,4303,4915,3016,6250,684,3210,1993.66,10.94,2.91,160.82
Campaign D,Ad-9,2025-02-20,18-24,F,2509,2085,1471,15657,1456,2002,307.25,9.3,0.21,94.94
Campaign D,Ad-10,2025-02-20,35-39,M,1037,3432,4537,9892,1110,1469,1577.83,11.22,1.42,150.47
Campaign E,Ad-1,2025-02-20,35-39,M,1813,1400,3701,5908,1026,4394,4983.64,17.37,4.86,81.02
Campaign E,Ad-2,2025-02-20,25-34,M,1672,3653,3171,12881,1266,3029,2454.3,9.83,1.94,94.9
Campaign E,Ad-3,2025-02-20,35-39,M,1053,4407,3715,12204,1459,3097,534.29,11.96,0.37,108.28
Campaign E,Ad-4,2025-02-20,18-24,F,4094,4053,1163,16598,883,1099,3198.16,5.32,3.62,161.03
Campaign E,Ad-5,2025-02-20,18-24,F,3231,1959,1025,7024,1496,1196,3134.76,21.3,2.1,94.3
Campaign E,Ad-6,2025-02-20,25-34,M,2783,4645,1053,7208,744,3925,4656.77,10.32,6.26,137.59
Campaign E,Ad-7,2025-02-20,35-39,M,1181,4880,1104,12135,730,2231,3247.09,6.02,4.45,116.67
Campaign E,Ad-8,2025-02-20,25-34,F,3510,1088,4988,18646,1082,1149,1253.62,5.8,1.16,149.56
Campaign E,Ad-9,2025-02-20,25-34,M,4529,1387,3941,12172,286,1046,4559.65,2.35,15.94,198.43
Campaign E,Ad-10,2025-02-20,25-34,F,1808,3425,1096,19480,655,3108,2286.19,3.36,3.49,169.48
Campaign A,Ad-1,2025-02-21,55+,F,2252,4933,1688,7225,263,3346,3015.74,3.64,11.47,179.39
Campaign A,Ad-2,2025-02-21,40-44,M,2039,4660,3122,19079,379,1425,1044.61,1.99,2.76,89.58
Campaign A,Ad-3,2025-02-21,18-24,M,1702,2403,1698,13221,969,3457,780.65,7.33,0.81,102.68
Campaign A,Ad-4,2025-02-21,40-44,F,1065,3078,2791,12996,781,2107,1707.34,6.01,2.19,181.2
Campaign A,Ad-5,2025-02-21,18-24,F,4100,2573,4700,4066,1264,1553,2815.14,31.09,2.23,102.71
Campaign A,Ad-6,2025-02-21,55+,M,3158,2917,3199,17495,421,4000,1875.3,2.41,4.45,164.71
Campaign A,Ad-7,2025-02-21,25-34,F,1981,2150,4061,7424,1111,3091,3424.15,14.96,3.08,130.12
Campaign A,Ad-8,2025-02-21,18-24,M,3925,1575,1625,19334,1401,2029,969.92,7.25,0.69,197.86
Campaign A,Ad-9,2025-02-21,40-44,F,3674,1793,2967,6595,735,1249,209.11,11.14,0.28,154.01
Campaign A,Ad-10,2025-02-21,45-54,M,4125,4193,2923,11799,417,1238,2253.3,3.53,5.4,122.09
Campaign B,Ad-1,2025-02-21,35-39,M,2170,4320,4058,8026,531,4212,3443.24,6.62,6.48,89.31
Campaign B,Ad-2,2025-02-21,18-24,M,3239,1531,2790,19833,765,3077,1320.09,3.86,1.73,126.27
Campaign B,Ad-3,2025-02-21,40-44,F,2826,3363,4526,15418,776,1536,1597.81,5.03,2.06,159.98
Campaign B,Ad-4,2025-02-21,55+,F,2874,4656,2088,12618,1189,1122,1934.18,9.42,1.63,126.94
Campaign B,Ad-5,2025-02-21,45-54,M,1777,4173,3693,15014,1258,2149,3228.28,8.38,2.57,148.47
Campaign B,Ad-6,2025-02-21,40-44,M,4139,2006,3248,13470,1311,4506,1968.03,9.73,1.5,153.45
Campaign B,Ad-7,2025-02-21,35-39,F,1628,2100,2013,18994,618,2116,385.72,3.25,0.62,111.7
Campaign B,Ad-8,2025-02-21,18-24,M,1671,3285,2682,13095,1475,3025,3654.83,11.26,2.48,98.56
Campaign B,Ad-9,2025-02-21,25-34,M,3145,1031,1847,10559,1302,2801,4841.98,12.33,3.72,134.14
Campaign B,Ad-10,2025-02-21,40-44,M,4486,4734,1363,8012,472,2205,3860.44,5.89,8.18,133.78
Campaign C,Ad-1,2025-02-21,40-44,M,1278,3929,3126,8062,1092,3017,4913.64,13.55,4.5,180.82
Campaign C,Ad-2,2025-02-21,18-24,M,3267,4115,2053,13917,1451,4717,2540.12,10.43,1.75,131.87
Campaign C,Ad-3,2025-02-21,35-39,F,4077,4851,3934,11558,1440,2475,2237.94,12.46,1.55,158.88
Campaign C,Ad-4,2025-02-21,45-54,F,1569,1632,1864,6125,1450,3760,941.98,23.67,0.65,92.28
Campaign C,Ad-5,2025-02-21,45-54,M,3015,1343,3371,4559,468,1796,2632.1,10.27,5.62,127.7
Campaign C,Ad-6,2025-02-21,45-54,F,4427,1010,4934,6623,1287,356,2238.64,19.43,1.74,82.35
Campaign C,Ad-7,2025-02-21,25-34,F,1774,3230,4151,3061,842,3222,3542.75,27.51,4.21,123.39
Campaign C,Ad-8,2025-02-21,25-34,M,3401,3231,4591,14528,1420,1471,995.21,9.77,0.7,185.61
Campaign C,Ad-9,2025-02-21,35-39,M,1202,2318,4958,15193,1302,3264,340.61,8.57,0.26,101.65
Campaign C,Ad-10,2025-02-21,40-44,F,3764,2383,1888,6211,944,3125,3513.42,15.2,3.72,179.31
Campaign D,Ad-1,2025-02-21,45-54,M,1194,4407,2993,8275,909,883,522.57,10.98,0.57,122.02
Campaign D,Ad-2,2025-02-21,45-54,F,4830,2087,4223,19246,420,1372,3495.48,2.18,8.32,180.55
Campaign D,Ad-3,2025-02-21,40-44,F,1034,4695,2179,13982,1084,1427,411.31,7.75,0.38,113.88
Campaign D,Ad-4,2025-02-21,40-44,M,1897,1835,1725,9340,811,2510,3613.96,8.68,4.46,164.21
Campaign D,Ad-5,2025-02-21,35-39,M,3918,4983,4241,14966,1358,3181,3376.67,9.07,2.49,126.67
Campaign D,Ad-6,2025-02-21,55+,F,4661,2462,1610,12988,1348,826,3102.93,10.38,2.3,166.7
Campaign D,Ad-7,2025-02-21,55+,M,4455,3558,2151,14456,1383,2651,1572.38,9.57,1.14,145.29
Campaign D,Ad-8,2025-02-21,55+,F,3494,4554,4622,12988,503,4349,3762.21,3.87,7.48,161.31
Campaign D,Ad-9,2025-02-21,25-34,M,4047,2396,3063,9017,952,4424,2682.16,10.56,2.82,148.35
Campaign D,Ad-10,2025-02-21,55+,M,4570,4437,1830,14830,635,308,3727.8,4.28,5.87,137.83
Campaign E,Ad-1,2025-02-21,25-34,M,3682,1876,4961,10339,470,1053,1150.37,4.55,2.45,183.75
Campaign E,Ad-2,2025-02-21,18-24,M,4641,3233,3262,15937,444,2085,2892.44,2.79,6.51,84.02
Campaign E,Ad-3,2025-02-21,40-44,F,3206,1279,1442,10422,1456,3544,3448.78,13.97,2.37,141.18
Campaign E,Ad-4,2025-02-21,45-54,F,4356,2640,1512,10235,1234,1123,801.17,12.06,0.65,174.15
Campaign E,Ad-5,2025-02-21,18-24,F,2002,2174,2273,11863,679,4215,1185.93,5.72,1.75,117.63
Campaign E,Ad-6,2025-02-21,55+,M,2754,1960,1763,11874,501,1008,4343.76,4.22,8.67,151.18
Campaign E,Ad-7,2025-02-21,35-39,F,4129,4492,4352,11675,1072,4901,3214.75,9.18,3.0,136.75
Campaign E,Ad-8,2025-02-21,55+,M,4032,2911,4008,13886,229,2428,2635.26,1.65,11.51,189.12
Campaign E,Ad-9,2025-02-21,55+,F,4640,1409,1362,14765,335,3369,3411.7,2.27,10.18,106.81
Campaign E,Ad-10,2025-02-21,35-39,F,2078,2684,2258,12717,433,4404,696.26,3.4,1.61,172.18
Campaign A,Ad-1,2025-02-22,55+,F,2842,1647,3313,7341,349,4826,1346.44,4.75,3.86,92.57
Campaign A,Ad-2,2025-02-22,18-24,M,4747,3557,4855,5245,700,1350,2211.02,13.35,3.16,178.99
Campaign A,Ad-3,2025-02-22,40-44,M,1843,4595,1227,18960,922,4795,1937.29,4.86,2.1,110.98
Campaign A,Ad-4,2025-02-22,18-24,M,2250,3726,4121,11854,716,1449,2799.38,6.04,3.91,175.14
Campaign A,Ad-5,2025-02-22,45-54,F,1968,2536,1388,13465,1011,1618,1500.38,7.51,1.48,198.0
Campaign A,Ad-6,2025-02-22,25-34,F,4271,4520,2967,11470,477,2158,1748.23,4.16,3.67,81.18
Campaign A,Ad-7,2025-02-22,40-44,M,1319,3418,1457,11910,268,613,4359.88,2.25,16.27,198.37
Campaign A,Ad-8,2025-02-22,18-24,M,4583,1989,2471,16846,717,2383,2735.88,4.26,3.82,145.96
Campaign A,Ad-9,2025-02-22,45-54,M,3366,2639,2985,11909,910,3013,3721.14,7.64,4.09,199.28
Campaign A,Ad-10,2025-02-22,55+,M,1504,3591,1405,9055,1356,2710,898.2,14.98,0.66,85.96
Campaign B,Ad-1,2025-02-22,25-34,M,2033,1204,1693,16853,154,4568,4431.88,0.91,28.78,85.01
Campaign B,Ad-2,2025-02-22,25-34,F,4642,2824,1128,14131,720,1326,3829.78,5.1,5.32,182.31
Campaign B,Ad-3,2025-02-22,40-44,M,1675,3799,1431,4362,554,3257,1293.56,12.7,2.33,192.11
Campaign B,Ad-4,2025-02-22,35-39,M,4378,4920,4258,3741,450,4765,1800.77,12.03,4.0,142.91
Campaign B,Ad-5,2025-02-22,45-54,M,4637,3842,4625,17287,1033,1517,1485.99,5.98,1.44,109.36
Campaign B,Ad-6,2025-02-22,35-39,M,2897,2288,3462,7531,517,4704,2721.4,6.86,5.26,103.53
Campaign B,Ad-7,2025-02-22,45-54,F,4145,2658,1318,13700,1011,2768,409.82,7.38,0.41,170.79
Campaign B,Ad-8,2025-02-22,35-39,M,1715,2035,3001,9594,1404,3037,2930.6,14.63,2.09,163.98
Campaign B,Ad-9,2025-02-22,18-24,M,1729,4996,4423,9632,1254,4944,3192.01,13.02,2.55,113.15
Campaign B,Ad-10,2025-02-22,18-24,F,2033,2949,2821,13341,1416,1306,4940.73,10.61,3.49,100.66
Campaign C,Ad-1,2025-02-22,45-54,M,1677,2619,3530,6375,1209,2088,1010.85,18.96,0.84,158.98
Campaign C,Ad-2,2025-02-22,35-39,M,2171,3575,1675,6380,866,4275,673.01,13.57,0.78,144.54
Campaign C,Ad-3,2025-02-22,55+,M,3247,1924,3549,12895,633,4919,3888.62,4.91,6.14,141.99
Campaign C,Ad-4,2025-02-22,40-44,F,3524,1011,3076,3425,248,4932,4839.17,7.24,19.51,132.77
Campaign C,Ad-5,2025-02-22,35-39,M,2385,4511,3110,12079,140,256,1511.62,1.16,10.8,158.51
Campaign C,Ad-6,2025-02-22,25-34,F,3269,3102,1636,8088,1041,4239,3200.19,12.87,3.07,105.81
Campaign C,Ad-7,2025-02-22,25-34,F,1242,1259,2303,19158,1018,767,2825.11,5.31,2.78,174.13
Campaign C,Ad-8,2025-02-22,40-44,M,4102,1186,1387,14513,1189,4069,2914.53,8.19,2.45,132.73
Campaign C,Ad-9,2025-02-22,18-24,F,4797,1347,1490,6929,1084,2093,2582.5,15.64,2.38,166.74
Campaign C,Ad-10,2025-02-22,40-44,M,1246,4950,1500,17835,1195,3291,2069.23,6.7,1.73,93.09
Campaign D,Ad-1,2025-02-22,35-39,M,1362,1971,4094,8565,631,3048,403.19,7.37,0.64,176.46
Campaign D,Ad-2,2025-02-22,18-24,M,3464,2683,2950,10634,965,1910,1002.73,9.07,1.04,143.29
Campaign D,Ad-3,2025-02-22,25-34,F,2621,3035,1414,12167,334,4908,2062.0,2.75,6.17,100.47
Campaign D,Ad-4,2025-02-22,55+,M,1642,2382,3731,3394,1085,2461,1769.99,31.97,1.63,130.53
Campaign D,Ad-5,2025-02-22,25-34,F,4406,4334,3707,4577,530,380,4800.91,11.58,9.06,103.67
Campaign D,Ad-6,2025-02-22,40-44,M,3438,1031,3603,5824,1078,2792,2645.94,18.51,2.45,122.76
Campaign D,Ad-7,2025-02-22,45-54,M,1796,1158,1213,9121,1022,1241,4883.96,11.2,4.78,85.61
Campaign D,Ad-8,2025-02-22,35-39,M,1321,4760,1196,16866,174,698,2621.97,1.03,15.07,167.42
Campaign D,Ad-9,2025-02-22,25-34,F,3642,3456,2256,8991,1174,4616,1988.54,13.06,1.69,89.59
Campaign D,Ad-10,2025-02-22,55+,M,2072,4660,4622,8627,136,1018,3443.45,1.58,25.32,99.75
Campaign E,Ad-1,2025-02-22,35-39,F,2512,4284,2992,8726,1339,562,1189.08,15.34,0.89,120.8
Campaign E,Ad-2,2025-02-22,25-34,F,4713,1881,2998,11683,890,4452,2247.15,7.62,2.52,98.01
Campaign E,Ad-3,2025-02-22,45-54,F,2746,2893,2210,7797,1439,942,4602.07,18.46,3.2,146.62
Campaign E,Ad-4,2025-02-22,25-34,F,2274,1384,2249,16374,863,1718,3151.9,5.27,3.65,160.9
Campaign E,Ad-5,2025-02-22,45-54,F,4841,2906,4004,5815,720,873,341.56,12.38,0.47,120.89
Campaign E,Ad-6,2025-02-22,55+,F,1770,4813,1219,19223,167,2679,1435.1,0.87,8.59,120.63
Campaign E,Ad-7,2025-02-22,55+,F,1973,1431,4179,17280,1447,1746,3358.23,8.37,2.32,116.69
Campaign E,Ad-8,2025-02-22,25-34,M,1749,1663,1337,16870,814,4143,3158.47,4.83,3.88,123.4
Campaign E,Ad-9,2025-02-22,45-54,F,2397,4829,1249,6229,571,822,1722.41,9.17,3.02,197.05
Campaign E,Ad-10,2025-02-22,25-34,M,4500,4081,1044,5198,145,2592,2757.94,2.79,19.02,183.37
Campaign A,Ad-1,2025-02-23,25-34,F,4229,1422,4877,7051,602,4597,4686.86,8.54,7.79,104.94
